segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
Low Engagement Users,0.05796697,Low Risk,3647,65,0.06,4
Credit Revolvers,0.494874,High Risk,3366,56,0.68,5
Low Engagement Users,0.01533119,Low Risk,3350,67,0.0,6
Low Engagement Users,0.014035225,Low Risk,2520,49,0.0,1
Credit Revolvers,0.25819555,High Risk,4590,91,0.902,3
Low Engagement Users,0.01521412,Low Risk,4943,70,0.0,5
Low Engagement Users,0.043594286,Low Risk,2051,31,0.129,3
Low Engagement Users,0.12638691,Medium Risk,3127,51,0.024,5
Low Engagement Users,0.021800214,Low Risk,5207,79,0.0,4
Low Engagement Users,0.1907945,High Risk,2965,70,0.125,3
Credit Revolvers,0.05553765,Low Risk,4858,73,0.447,3
Low Engagement Users,0.028032903,Low Risk,3880,68,0.133,4
Credit Revolvers,0.045161277,Low Risk,2594,48,0.693,1
Credit Revolvers,0.05151647,Low Risk,3837,57,0.758,6
Low Engagement Users,0.025434263,Low Risk,3608,56,0.073,6
Credit Revolvers,0.06892481,Medium Risk,4715,85,0.678,5
Low Engagement Users,0.015128597,Low Risk,2874,44,0.0,6
Low Engagement Users,0.15897945,Medium Risk,3980,77,0.0,4
Low Engagement Users,0.048763648,Low Risk,4542,70,0.123,6
Low Engagement Users,0.3270398,High Risk,3964,76,0.283,4
Low Engagement Users,0.061522663,Low Risk,4486,71,0.033,3
Low Engagement Users,0.24069153,High Risk,3943,78,0.144,3
Low Engagement Users,0.046522837,Low Risk,2751,47,0.0,3
Credit Revolvers,0.050507244,Low Risk,4924,70,0.538,3
Credit Revolvers,0.14276843,Medium Risk,3772,74,0.759,4
Low Engagement Users,0.07324173,Medium Risk,2061,47,0.0,3
Low Engagement Users,0.0070161857,Low Risk,4375,81,0.0,3
Credit Revolvers,0.04873932,Low Risk,4548,71,0.714,3
Low Engagement Users,0.015534632,Low Risk,3808,89,0.0,4
Low Engagement Users,0.12426689,Medium Risk,3778,69,0.0,4
Low Engagement Users,0.33537018,High Risk,4791,68,0.086,3
Credit Revolvers,0.02160904,Low Risk,1880,42,0.786,2
Low Engagement Users,0.008136376,Low Risk,3706,65,0.0,6
Low Engagement Users,0.05440804,Low Risk,4011,72,0.235,5
Low Engagement Users,0.036794603,Low Risk,4904,81,0.133,5
Credit Revolvers,0.087262824,Medium Risk,3668,60,0.321,6
Low Engagement Users,0.025928246,Low Risk,5080,85,0.069,4
Credit Revolvers,0.05474468,Low Risk,4009,73,0.594,4
Credit Revolvers,0.4802575,High Risk,4390,76,0.529,4
Low Engagement Users,0.01566609,Low Risk,2579,51,0.0,6
Low Engagement Users,0.0070209648,Low Risk,2256,40,0.0,6
Credit Revolvers,0.31858605,High Risk,4010,75,0.303,4
Credit Revolvers,0.03749739,Low Risk,5025,70,0.621,4
Credit Revolvers,0.04944312,Low Risk,4631,76,0.359,5
Credit Revolvers,0.05469402,Low Risk,4750,72,0.744,3
Credit Revolvers,0.041563362,Low Risk,2180,31,0.868,3
Credit Revolvers,0.06263522,Low Risk,3895,59,0.779,4
Low Engagement Users,0.047550466,Low Risk,3060,66,0.079,4
Low Engagement Users,0.12931718,Medium Risk,4913,84,0.236,6
Credit Revolvers,0.065449156,Low Risk,3847,76,0.336,6
Credit Revolvers,0.25470704,High Risk,4078,77,0.514,4
Credit Revolvers,0.023555346,Low Risk,2061,36,0.585,6
Low Engagement Users,0.049235787,Low Risk,2189,51,0.204,4
Low Engagement Users,0.0063892896,Low Risk,4509,74,0.0,4
Credit Revolvers,0.49280792,High Risk,4532,82,0.587,3
Credit Revolvers,0.06645272,Low Risk,4066,63,0.437,4
Credit Revolvers,0.03514746,Low Risk,4025,65,0.785,4
Low Engagement Users,0.015324081,Low Risk,2623,39,0.0,3
Low Engagement Users,0.027602319,Low Risk,4677,87,0.089,6
Credit Revolvers,0.036811586,Low Risk,4049,71,0.245,6
Low Engagement Users,0.058155615,Low Risk,3836,81,0.146,4
Low Engagement Users,0.043594286,Low Risk,3561,73,0.07,6
Low Engagement Users,0.012036762,Low Risk,4392,83,0.0,3
Credit Revolvers,0.0829673,Medium Risk,4660,68,0.744,6
Low Engagement Users,0.13043453,Medium Risk,2557,45,0.0,5
Credit Revolvers,0.04656913,Low Risk,4410,86,0.696,3
Low Engagement Users,0.035564855,Low Risk,3745,74,0.145,6
Low Engagement Users,0.07087113,Medium Risk,2077,44,0.0,2
Low Engagement Users,0.013240896,Low Risk,4586,89,0.0,4
Credit Revolvers,0.29850784,High Risk,4598,85,0.872,5
Credit Revolvers,0.29170585,High Risk,2715,45,0.71,3
Credit Revolvers,0.05944075,Low Risk,4219,83,0.42,5
Low Engagement Users,0.518478,High Risk,3801,61,0.245,3
Low Engagement Users,0.0653748,Low Risk,2128,39,0.0,1
Credit Revolvers,0.05591419,Low Risk,3664,63,0.692,4
Credit Revolvers,0.28002948,High Risk,4025,69,0.749,6
Low Engagement Users,0.09569835,Medium Risk,4833,80,0.265,5
Credit Revolvers,0.113912106,Medium Risk,4116,79,0.6,5
Low Engagement Users,0.018763024,Low Risk,3895,71,0.0,5
Low Engagement Users,0.0076278634,Low Risk,2469,34,0.0,3
Low Engagement Users,0.10442264,Medium Risk,4618,60,0.0,5
Credit Revolvers,0.04822447,Low Risk,4622,88,0.561,5
Credit Revolvers,0.04055625,Low Risk,3986,80,0.367,6
Credit Revolvers,0.059537474,Low Risk,4962,70,0.673,3
Low Engagement Users,0.24069153,High Risk,4841,80,0.044,6
Low Engagement Users,0.014972248,Low Risk,4282,69,0.0,6
Low Engagement Users,0.1400162,Medium Risk,4416,68,0.0,5
Low Engagement Users,0.025020402,Low Risk,2701,51,0.0,1
Low Engagement Users,0.080407314,Medium Risk,1970,46,0.0,1
Low Engagement Users,0.32930684,High Risk,2439,45,0.096,1
Low Engagement Users,0.0047021066,Low Risk,1653,44,0.0,3
Credit Revolvers,0.13717632,Medium Risk,2870,50,0.526,4
Credit Revolvers,0.060550462,Low Risk,4259,83,0.654,3
Low Engagement Users,0.12847446,Medium Risk,4839,61,0.0,4
Credit Revolvers,0.050507244,Low Risk,4469,87,0.396,6
Low Engagement Users,0.050691284,Low Risk,4115,66,0.028,3
Low Engagement Users,0.034285877,Low Risk,4518,84,0.185,5
Low Engagement Users,0.10713049,Medium Risk,3935,66,0.246,5
Low Engagement Users,0.025920382,Low Risk,4477,83,0.122,6
Credit Revolvers,0.043875493,Low Risk,2487,39,0.866,2
Credit Revolvers,0.20765752,High Risk,4489,75,0.785,6
Low Engagement Users,0.016799858,Low Risk,2419,49,0.0,4
Credit Revolvers,0.04656913,Low Risk,2639,53,0.708,4
Low Engagement Users,0.08809222,Medium Risk,4683,72,0.132,6
Low Engagement Users,0.08783318,Medium Risk,4045,72,0.067,6
Credit Revolvers,0.07381836,Medium Risk,4267,66,0.305,6
Credit Revolvers,0.16727382,Medium Risk,3968,66,0.403,5
Credit Revolvers,0.035117764,Low Risk,3407,66,0.731,3
Low Engagement Users,0.0044968915,Low Risk,4573,93,0.0,6
Low Engagement Users,0.16352586,Medium Risk,3553,65,0.184,5
Low Engagement Users,0.009309824,Low Risk,2845,57,0.0,4
Credit Revolvers,0.2490053,High Risk,4295,72,0.369,3
Low Engagement Users,0.023061365,Low Risk,3847,63,0.0,3
Low Engagement Users,0.01766681,Low Risk,3278,53,0.0,4
Low Engagement Users,0.06352059,Low Risk,3718,51,0.166,6
Credit Revolvers,0.24559984,High Risk,3906,64,0.36,6
Credit Revolvers,0.059633918,Low Risk,4487,61,0.556,4
Low Engagement Users,0.15159352,Medium Risk,1811,44,0.31,6
Low Engagement Users,0.008101332,Low Risk,3773,64,0.0,5
Low Engagement Users,0.022855844,Low Risk,1828,44,0.034,6
Low Engagement Users,0.05823077,Low Risk,4141,83,0.19,4
Low Engagement Users,0.010805133,Low Risk,4752,84,0.0,3
Low Engagement Users,0.07468658,Medium Risk,1611,42,0.0,3
Credit Revolvers,0.065598264,Low Risk,2992,72,0.621,6
Low Engagement Users,0.023782708,Low Risk,5088,71,0.158,3
Low Engagement Users,0.014189324,Low Risk,4923,89,0.0,6
Credit Revolvers,0.06612555,Low Risk,4370,68,0.522,4
Low Engagement Users,0.12036281,Medium Risk,2331,36,0.0,1
Low Engagement Users,0.025147203,Low Risk,4961,78,0.0,6
Low Engagement Users,0.048585076,Low Risk,3838,67,0.144,4
Credit Revolvers,0.0772899,Medium Risk,4656,62,0.693,3
Credit Revolvers,0.22468685,High Risk,2214,46,0.52,6
Low Engagement Users,0.0047021066,Low Risk,3470,65,0.0,6
Low Engagement Users,0.012918995,Low Risk,4186,72,0.0,4
Low Engagement Users,0.28116375,High Risk,4270,59,0.053,3
Low Engagement Users,0.23928834,High Risk,4485,85,0.038,5
Credit Revolvers,0.030621162,Low Risk,4535,82,0.662,3
Credit Revolvers,0.07282037,Medium Risk,4340,70,0.591,6
Credit Revolvers,0.20272963,High Risk,4094,77,0.637,3
Credit Revolvers,0.04375401,Low Risk,3243,63,0.646,5
Credit Revolvers,0.04055625,Low Risk,5006,89,0.411,6
Low Engagement Users,0.010924161,Low Risk,4191,65,0.0,5
Low Engagement Users,0.0147573855,Low Risk,2529,43,0.0,3
Low Engagement Users,0.15142718,Medium Risk,4617,67,0.0,6
Credit Revolvers,0.10399816,Medium Risk,3539,57,0.445,3
Credit Revolvers,0.18992202,High Risk,4305,51,0.393,5
Low Engagement Users,0.05563401,Low Risk,4278,80,0.181,3
Credit Revolvers,0.03943757,Low Risk,2176,38,0.444,6
Low Engagement Users,0.02085606,Low Risk,4745,75,0.0,5
Low Engagement Users,0.29513514,High Risk,2736,38,0.086,6
Credit Revolvers,0.05735516,Low Risk,2628,41,0.766,6
Low Engagement Users,0.077645026,Medium Risk,3476,66,0.127,4
Low Engagement Users,0.014267166,Low Risk,2872,45,0.0,1
Low Engagement Users,0.06442626,Low Risk,1531,31,0.0,3
Credit Revolvers,0.05678754,Low Risk,4986,80,0.596,4
Credit Revolvers,0.052696545,Low Risk,3344,54,0.669,6
Credit Revolvers,0.054338016,Low Risk,3554,82,0.262,3
Low Engagement Users,0.0058306106,Low Risk,2063,42,0.0,3
Credit Revolvers,0.04780144,Low Risk,2463,38,0.649,2
Low Engagement Users,0.03132797,Low Risk,3024,51,0.0,3
Low Engagement Users,0.043748874,Low Risk,5408,83,0.068,6
Credit Revolvers,0.101405114,Medium Risk,4830,82,0.496,6
Credit Revolvers,0.11313279,Medium Risk,4444,84,0.716,3
Low Engagement Users,0.012515126,Low Risk,3501,65,0.0,6
Low Engagement Users,0.113056354,Medium Risk,3843,66,0.216,6
Credit Revolvers,0.06167721,Low Risk,4258,77,0.863,6
Low Engagement Users,0.008587109,Low Risk,2273,44,0.0,1
Low Engagement Users,0.09703989,Medium Risk,1793,40,0.0,4
Credit Revolvers,0.029694881,Low Risk,4033,58,0.344,3
Low Engagement Users,0.2393503,High Risk,4535,68,0.281,4
Low Engagement Users,0.014654914,Low Risk,4348,63,0.0,3
Low Engagement Users,0.04129064,Low Risk,4545,83,0.149,3
Low Engagement Users,0.0070161857,Low Risk,4300,67,0.0,5
Low Engagement Users,0.022942899,Low Risk,4811,68,0.0,4
Credit Revolvers,0.19756034,High Risk,5228,61,0.564,4
Credit Revolvers,0.03759038,Low Risk,4385,91,0.616,5
Credit Revolvers,0.13462599,Medium Risk,2107,40,0.985,4
Credit Revolvers,0.06310411,Low Risk,4097,72,0.45,6
Credit Revolvers,0.049791925,Low Risk,4741,86,0.72,5
Low Engagement Users,0.10885435,Medium Risk,5002,78,0.071,3
Low Engagement Users,0.015025823,Low Risk,2306,46,0.0,4
Low Engagement Users,0.014939597,Low Risk,3317,71,0.0,6
Low Engagement Users,0.2513769,High Risk,3955,72,0.08,5
Low Engagement Users,0.02055659,Low Risk,2709,51,0.0,3
Low Engagement Users,0.16085038,Medium Risk,2832,48,0.0,3
Credit Revolvers,0.06952687,Medium Risk,4238,63,0.454,4
Low Engagement Users,0.070968434,Medium Risk,4056,81,0.173,3
Credit Revolvers,0.034958944,Low Risk,4166,85,0.429,5
Low Engagement Users,0.01766681,Low Risk,4556,67,0.0,4
Low Engagement Users,0.045282595,Low Risk,2118,41,0.012,5
Credit Revolvers,0.02728035,Low Risk,3967,76,0.645,6
Credit Revolvers,0.07057342,Medium Risk,3462,61,0.41,4
Credit Revolvers,0.015537731,Low Risk,4098,61,0.292,6
Credit Revolvers,0.027499942,Low Risk,2050,32,0.732,3
Low Engagement Users,0.018177658,Low Risk,4846,84,0.0,4
Credit Revolvers,0.06688113,Low Risk,5098,66,0.4,5
Low Engagement Users,0.18986806,High Risk,4770,83,0.165,5
Low Engagement Users,0.022949602,Low Risk,1724,34,0.055,4
Low Engagement Users,0.15379302,Medium Risk,2509,46,0.0,3
Credit Revolvers,0.03775168,Low Risk,4880,77,0.779,6
Low Engagement Users,0.026388459,Low Risk,2773,34,0.0,6
Credit Revolvers,0.036228552,Low Risk,4584,70,0.741,5
Credit Revolvers,0.04174938,Low Risk,4549,68,0.758,5
Low Engagement Users,0.07343205,Medium Risk,1731,32,0.0,4
Low Engagement Users,0.24444832,High Risk,2376,55,0.073,3
Credit Revolvers,0.06365363,Low Risk,4464,83,0.632,6
Credit Revolvers,0.28002948,High Risk,4317,68,0.767,3
Low Engagement Users,0.0130004985,Low Risk,4628,73,0.0,4
Low Engagement Users,0.006384094,Low Risk,4148,84,0.0,5
Low Engagement Users,0.10284292,Medium Risk,4064,92,0.0,5
Low Engagement Users,0.30035058,High Risk,2864,51,0.019,3
Low Engagement Users,0.07829406,Medium Risk,4048,83,0.299,5
Credit Revolvers,0.29439425,High Risk,3806,61,0.708,5
Credit Revolvers,0.01782185,Low Risk,3968,57,0.52,3
Low Engagement Users,0.16029249,Medium Risk,3145,63,0.048,4
Credit Revolvers,0.06412642,Low Risk,4673,69,0.554,4
Credit Revolvers,0.25627923,High Risk,4915,92,0.751,3
Low Engagement Users,0.060535993,Low Risk,2511,51,0.118,3
Low Engagement Users,0.013793724,Low Risk,4906,75,0.0,6
Credit Revolvers,0.21914588,High Risk,2275,55,0.532,3
Low Engagement Users,0.08222501,Medium Risk,1867,34,0.0,3
Low Engagement Users,0.0786534,Medium Risk,3931,77,0.019,4
Credit Revolvers,0.036977522,Low Risk,5038,86,0.425,4
Credit Revolvers,0.27501065,High Risk,3395,75,0.765,5
Credit Revolvers,0.051299494,Low Risk,4741,84,0.494,5
Low Engagement Users,0.011600007,Low Risk,4198,77,0.0,5
Low Engagement Users,0.0815561,Medium Risk,1973,36,0.0,4
Low Engagement Users,0.060699698,Low Risk,4423,90,0.116,4
Credit Revolvers,0.06147074,Low Risk,4804,66,0.554,3
Credit Revolvers,0.061876237,Low Risk,3889,60,0.852,3
Credit Revolvers,0.09454193,Medium Risk,5216,87,0.878,6
Low Engagement Users,0.027024645,Low Risk,3337,65,0.304,4
Credit Revolvers,0.103922516,Medium Risk,4905,89,0.668,6
Credit Revolvers,0.12390315,Medium Risk,3919,57,0.332,4
Credit Revolvers,0.042473383,Low Risk,4388,67,0.703,6
Low Engagement Users,0.014898215,Low Risk,2690,46,0.0,3
Credit Revolvers,0.06892481,Medium Risk,4634,54,0.661,5
Low Engagement Users,0.13886742,Medium Risk,2574,43,0.0,6
Low Engagement Users,0.15664421,Medium Risk,4792,62,0.0,5
Low Engagement Users,0.032191165,Low Risk,4277,80,0.0,3
Low Engagement Users,0.012322884,Low Risk,3403,70,0.0,6
Low Engagement Users,0.058473844,Low Risk,2384,52,0.14,5
Low Engagement Users,0.05823077,Low Risk,4990,85,0.169,3
Low Engagement Users,0.011060377,Low Risk,1887,36,0.0,1
Low Engagement Users,0.13383038,Medium Risk,2146,44,0.0,5
Low Engagement Users,0.15369068,Medium Risk,2527,49,0.0,3
Credit Revolvers,0.06977329,Medium Risk,4867,67,0.794,4
Low Engagement Users,0.04805422,Low Risk,3575,56,0.0,3
Credit Revolvers,0.08076609,Medium Risk,4197,84,0.79,4
Credit Revolvers,0.019645495,Low Risk,3873,76,0.545,3
Credit Revolvers,0.07004861,Medium Risk,3465,59,0.313,5
Credit Revolvers,0.07364972,Medium Risk,4908,71,0.795,4
Low Engagement Users,0.5043558,High Risk,4067,75,0.059,6
Credit Revolvers,0.29034105,High Risk,4399,70,0.826,5
Credit Revolvers,0.06119131,Low Risk,4684,81,0.717,5
Low Engagement Users,0.09397712,Medium Risk,4256,73,0.0,4
Credit Revolvers,0.23370236,High Risk,2600,47,0.623,6
Credit Revolvers,0.052573536,Low Risk,4208,69,0.313,3
Low Engagement Users,0.014654914,Low Risk,2264,39,0.0,3
Low Engagement Users,0.05019883,Low Risk,4314,83,0.159,4
Credit Revolvers,0.2820026,High Risk,4205,83,0.384,3
Low Engagement Users,0.121083744,Medium Risk,4352,82,0.086,4
Low Engagement Users,0.039895512,Low Risk,4604,70,0.235,3
Low Engagement Users,0.028776998,Low Risk,4653,78,0.0,6
Low Engagement Users,0.0935189,Medium Risk,4778,88,0.18,3
Low Engagement Users,0.010702756,Low Risk,2122,44,0.0,3
Low Engagement Users,0.23150526,High Risk,3412,70,0.123,5
Low Engagement Users,0.24742964,High Risk,2527,45,0.118,6
Low Engagement Users,0.1159988,Medium Risk,2456,45,0.0,5
Low Engagement Users,0.18754643,High Risk,2838,49,0.235,5
Low Engagement Users,0.018967355,Low Risk,4585,79,0.0,6
Credit Revolvers,0.121862374,Medium Risk,4727,67,0.569,4
Low Engagement Users,0.29105228,High Risk,4253,66,0.318,4
Low Engagement Users,0.10094064,Medium Risk,3965,58,0.142,4
Low Engagement Users,0.29105228,High Risk,4246,80,0.33,6
Low Engagement Users,0.11475626,Medium Risk,4527,83,0.19,5
Credit Revolvers,0.021970743,Low Risk,3536,61,0.313,3
Low Engagement Users,0.010533299,Low Risk,4320,72,0.0,6
Credit Revolvers,0.23370236,High Risk,4275,76,0.709,4
Credit Revolvers,0.31164262,High Risk,2537,48,0.962,5
Credit Revolvers,0.056779724,Low Risk,5079,81,0.311,3
Low Engagement Users,0.03292038,Low Risk,3659,68,0.144,3
Low Engagement Users,0.081144236,Medium Risk,3244,58,0.168,3
Low Engagement Users,0.12990908,Medium Risk,3902,63,0.171,3
Low Engagement Users,0.036661938,Low Risk,4693,83,0.071,6
Credit Revolvers,0.0130930515,Low Risk,1642,35,0.684,2
Low Engagement Users,0.1423359,Medium Risk,2229,40,0.0,4
Low Engagement Users,0.16620447,Medium Risk,2798,40,0.0,4
Low Engagement Users,0.056118112,Low Risk,3297,54,0.081,4
Credit Revolvers,0.116413504,Medium Risk,4777,69,0.567,3
Credit Revolvers,0.06546881,Low Risk,5205,78,0.464,5
Low Engagement Users,0.013935671,Low Risk,4428,78,0.0,4
Low Engagement Users,0.05158674,Low Risk,2014,53,0.0,4
Low Engagement Users,0.025820373,Low Risk,3863,72,0.065,4
Credit Revolvers,0.056484938,Low Risk,5308,78,0.576,3
Low Engagement Users,0.12255192,Medium Risk,3591,59,0.0,6
Low Engagement Users,0.13741834,Medium Risk,4062,65,0.0,3
Low Engagement Users,0.07754775,Medium Risk,3354,76,0.048,5
Credit Revolvers,0.04804494,Low Risk,4339,84,0.617,5
Credit Revolvers,0.28758922,High Risk,4019,78,0.509,5
Low Engagement Users,0.15700842,Medium Risk,3789,57,0.024,4
Low Engagement Users,0.02424337,Low Risk,4092,76,0.0,6
Credit Revolvers,0.23370236,High Risk,3910,75,0.583,3
Credit Revolvers,0.110916905,Medium Risk,1674,42,0.616,4
Low Engagement Users,0.009963964,Low Risk,3541,87,0.0,3
Low Engagement Users,0.16405258,Medium Risk,4318,81,0.284,5
Credit Revolvers,0.05735516,Low Risk,2567,48,0.4,4
Low Engagement Users,0.023703491,Low Risk,4295,70,0.0,6
Low Engagement Users,0.07121776,Medium Risk,1519,26,0.0,6
Credit Revolvers,0.024201501,Low Risk,3707,74,0.655,3
Credit Revolvers,0.050251503,Low Risk,3334,56,0.388,5
Low Engagement Users,0.06721204,Low Risk,3878,82,0.239,6
Low Engagement Users,0.047962174,Low Risk,4015,77,0.146,3
Credit Revolvers,0.061420217,Low Risk,4026,67,0.598,5
Low Engagement Users,0.03480466,Low Risk,4442,76,0.077,4
Credit Revolvers,0.04336657,Low Risk,3016,80,0.372,4
Low Engagement Users,0.13587296,Medium Risk,2283,46,0.0,3
Low Engagement Users,0.010410883,Low Risk,1999,41,0.025,5
Credit Revolvers,0.14156589,Medium Risk,2296,46,0.449,1
Credit Revolvers,0.032105435,Low Risk,4467,79,0.696,6
Credit Revolvers,0.123334214,Medium Risk,3999,71,0.445,3
Credit Revolvers,0.18881781,High Risk,4096,76,0.49,4
Credit Revolvers,0.18437982,High Risk,3870,73,0.318,4
Credit Revolvers,0.08999379,Medium Risk,4124,59,0.604,5
Credit Revolvers,0.1976152,High Risk,4758,64,0.817,6
Credit Revolvers,0.07343868,Medium Risk,4416,83,0.799,5
Credit Revolvers,0.29105228,High Risk,4136,67,0.685,4
Credit Revolvers,0.048773147,Low Risk,3778,64,0.608,5
Credit Revolvers,0.3014325,High Risk,4220,83,0.368,3
Low Engagement Users,0.043594286,Low Risk,4726,82,0.141,5
Low Engagement Users,0.14065048,Medium Risk,3932,62,0.0,5
Credit Revolvers,0.08757946,Medium Risk,4224,75,0.508,6
Low Engagement Users,0.061751213,Low Risk,4153,91,0.071,5
Low Engagement Users,0.05842615,Low Risk,4572,81,0.26,6
Low Engagement Users,0.22369741,High Risk,4125,80,0.119,6
Credit Revolvers,0.04321327,Low Risk,3899,65,0.6,3
Credit Revolvers,0.068321005,Medium Risk,2370,34,0.629,5
Low Engagement Users,0.16378532,Medium Risk,4075,71,0.0,4
Low Engagement Users,0.015815074,Low Risk,2252,42,0.175,3
Credit Revolvers,0.2799387,High Risk,2720,46,0.454,6
Credit Revolvers,0.02160904,Low Risk,1544,45,0.88,4
Low Engagement Users,0.012959775,Low Risk,3706,81,0.0,6
Credit Revolvers,0.556566,High Risk,3687,68,0.447,3
Low Engagement Users,0.05994983,Low Risk,2572,43,0.112,3
Credit Revolvers,0.10279288,Medium Risk,4747,91,0.618,6
Credit Revolvers,0.052696545,Low Risk,4220,87,0.511,5
Credit Revolvers,0.04641959,Low Risk,4544,80,0.897,6
Credit Revolvers,0.23914248,High Risk,4217,72,0.566,5
Low Engagement Users,0.34857455,High Risk,5089,82,0.139,3
Credit Revolvers,0.23914248,High Risk,2164,45,0.289,4
Credit Revolvers,0.052312754,Low Risk,2612,33,0.826,5
Low Engagement Users,0.0085085705,Low Risk,4429,78,0.0,4
Credit Revolvers,0.060228147,Low Risk,4222,61,0.5,4
Credit Revolvers,0.12220146,Medium Risk,4613,85,0.762,3
Low Engagement Users,0.049166556,Low Risk,3821,81,0.075,3
Credit Revolvers,0.018427022,Low Risk,4077,78,0.94,5
Low Engagement Users,0.018454907,Low Risk,2585,45,0.0,5
Low Engagement Users,0.038062014,Low Risk,4172,66,0.154,3
Low Engagement Users,0.014044829,Low Risk,4692,91,0.0,4
Credit Revolvers,0.26323026,High Risk,4232,80,0.699,6
Credit Revolvers,0.06352059,Low Risk,3960,79,0.629,5
Credit Revolvers,0.17151931,Medium Risk,2196,47,0.756,3
Credit Revolvers,0.02441514,Low Risk,1533,42,0.411,2
Low Engagement Users,0.0925816,Medium Risk,4043,76,0.134,3
Credit Revolvers,0.031059694,Low Risk,4592,90,0.916,4
Low Engagement Users,0.03494701,Low Risk,3969,78,0.0,3
Low Engagement Users,0.13678439,Medium Risk,3151,39,0.0,3
Low Engagement Users,0.095546454,Medium Risk,3692,79,0.0,4
Low Engagement Users,0.468878,High Risk,3822,50,0.159,3
Low Engagement Users,0.008013669,Low Risk,2533,44,0.0,6
Credit Revolvers,0.045778647,Low Risk,3901,77,0.649,6
